Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.80.153,Auvergne-Rhône-Alpes,2021-02-01T18:57:06.149Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.168.176.73,Burgundy-Franche-Comté,2021-02-01T11:10:31.523Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.80.153,Auvergne-Rhône-Alpes,2021-01-31T20:08:15.677Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.40.229,Provence-Alpes-Côte-d’Azur,2021-01-31T19:16:23.623Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.168.97.161,Brittany,2021-01-31T18:40:49.615Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.65.148,Île-de-France²,2021-01-31T13:58:50.546Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.177.92,Île-de-France²,2021-01-31T13:10:21.289Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.220.92,Île-de-France²,2021-01-31T08:51:30.752Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.169.28.248,Île-de-France²,2021-01-30T19:30:04.035Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.28.248,Île-de-France²,2021-01-30T19:26:00.390Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.169.28.248,Île-de-France²,2021-01-30T16:28:31.885Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.241.226,Occitanie,2021-01-30T13:38:14.286Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.122.145,Île-de-France²,2021-01-29T21:02:02.152Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.82.155,Île-de-France²,2021-01-29T15:09:20.381Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.166.82.155,Île-de-France²,2021-01-29T15:01:21.830Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.237.166,Occitanie,2021-01-29T12:13:36.088Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.176.189,Grand-Est,2021-01-29T07:46:54.135Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.176.189,Grand-Est,2021-01-28T22:12:24.867Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.202.12,Île-de-France²,2021-01-28T13:01:52.829Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.36.6,Provence-Alpes-Côte-d’Azur,2021-01-27T19:13:51.582Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.21.19,Île-de-France²,2021-01-27T12:11:57.338Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.146.93,Nouvelle-Aquitaine,2021-01-26T19:29:27.239Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.146.93,Nouvelle-Aquitaine,2021-01-26T12:18:57.358Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.168.159.166,Île-de-France²,2021-01-26T07:20:00.732Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.44.106,Île-de-France²,2021-01-25T19:52:17.477Z
NFUWA-001-69DE709F5617E3BC19D1C4F28D1895C06AC6490401C19D78869A2184FC582F09,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,37.172.246.158,Occitanie,2021-01-25T15:54:35.659Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.33.112,Grand-Est,2021-01-25T11:53:51.691Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.44.106,Île-de-France²,2021-01-25T10:02:00.879Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.44.106,Île-de-France²,2021-01-25T10:01:59.315Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.33.112,Grand-Est,2021-01-25T09:57:58.728Z
NFUWA-001-69DE709F5617E3BC19D1C4F28D1895C06AC6490401C19D78869A2184FC582F09,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,37.171.46.20,Provence-Alpes-Côte-d’Azur,2021-01-25T09:51:26.316Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.18.196,Normandie,2021-01-24T22:29:56.051Z
NFUWA-001-69DE709F5617E3BC19D1C4F28D1895C06AC6490401C19D78869A2184FC582F09,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,37.165.249.54,Île-de-France²,2021-01-24T19:18:09.699Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.49.57,Île-de-France²,2021-01-24T08:24:34.150Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.192.150,Grand-Est,2021-01-23T17:18:08.293Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.246.38,Brittany,2021-01-23T15:31:59.960Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.38.174,Hauts-de-France,2021-01-23T14:38:58.705Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.51.153,Île-de-France²,2021-01-23T12:09:47.373Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.189.16,Île-de-France²,2021-01-23T06:45:18.143Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.117.79,Brittany,2021-01-22T13:30:21.522Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.102.49,Provence-Alpes-Côte-d’Azur,2021-01-20T12:12:02.407Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.45.64,Burgundy-Franche-Comté,2021-01-19T12:43:48.046Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.170.142,Occitanie,2021-01-19T10:03:45.643Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.160.213,Île-de-France²,2021-01-18T20:41:45.304Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.160.213,Île-de-France²,2021-01-18T13:50:59.084Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.220.234,Île-de-France²,2021-01-18T12:34:54.091Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.188.14,Hauts-de-France,2021-01-17T19:14:21.137Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.100.94,Nouvelle-Aquitaine,2021-01-17T13:27:24.374Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.49.92,Île-de-France²,2021-01-16T19:10:43.591Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.199.44,Auvergne-Rhône-Alpes,2021-01-16T12:21:16.636Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.146.82,Provence-Alpes-Côte-d’Azur,2021-01-15T18:48:32.008Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.208.249,Île-de-France²,2021-01-15T15:14:51.881Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.125.133,Nouvelle-Aquitaine,2021-01-15T11:25:11.661Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.33.243,Île-de-France²,2021-01-14T23:17:34.248Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.190.192,Provence-Alpes-Côte-d’Azur,2021-01-14T11:38:51.046Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.17.228,Provence-Alpes-Côte-d’Azur,2021-01-13T19:54:26.838Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.128.182,Nouvelle-Aquitaine,2021-01-13T12:05:49.317Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.128.182,Nouvelle-Aquitaine,2021-01-13T06:46:00.726Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.10.143,Normandie,2021-01-12T18:39:41.583Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.10.143,Normandie,2021-01-12T11:12:38.404Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.128.113,Provence-Alpes-Côte-d’Azur,2021-01-11T21:37:36.565Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.188.107,Centre-Val de Loire,2021-01-11T12:31:22.818Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.240.209,Île-de-France²,2021-01-10T19:14:12.187Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.208.147,Brittany,2021-01-10T11:49:03.851Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.195.180,Occitanie,2021-01-09T19:17:22.739Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.168.102.238,Hauts-de-France,2021-01-09T12:12:14.047Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.10.73,Occitanie,2021-01-08T19:56:34.754Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.10.73,Occitanie,2021-01-08T13:40:27.394Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.194.251,Île-de-France²,2021-01-08T10:48:11.253Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.38.247,Île-de-France²,2021-01-07T19:38:44.313Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.196.77,Hauts-de-France,2021-01-07T12:29:32.907Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.223.20,Île-de-France²,2021-01-06T20:02:18.082Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.160.28,Île-de-France²,2021-01-06T19:30:38.099Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.237.60,Île-de-France²,2021-01-06T10:46:07.967Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.69.61,Burgundy-Franche-Comté,2021-01-05T17:06:00.434Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.69.61,Burgundy-Franche-Comté,2021-01-05T10:49:14.687Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.154.25,Île-de-France²,2021-01-04T22:40:09.556Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.1.247,Occitanie,2021-01-04T19:18:13.592Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.111.247,Centre-Val de Loire,2021-01-04T12:07:53.533Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.45.165,Grand-Est,2021-01-03T11:12:14.598Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.227.126,Centre-Val de Loire,2021-01-02T19:51:50.235Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.113.173,Provence-Alpes-Côte-d’Azur,2021-01-02T14:04:34.608Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.156.54,Île-de-France²,2021-01-01T19:07:54.350Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.208.20,Grand-Est,2021-01-01T14:50:11.000Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.156.54,Île-de-France²,2021-01-01T12:56:29.059Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.204.246,Occitanie,2021-01-01T11:11:48.078Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.79.156,Île-de-France²,2020-12-31T22:16:15.978Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.78.114,Nouvelle-Aquitaine,2020-12-31T17:31:18.791Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.200.43,Île-de-France²,2020-12-31T09:32:34.048Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.16.221,Île-de-France²,2020-12-30T23:02:10.495Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.226.133,Île-de-France²,2020-12-30T11:16:08.540Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.195.193,Île-de-France²,2020-12-29T13:16:24.313Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.18.168,Île-de-France²,2020-12-28T19:18:01.307Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.46.90,Normandie,2020-12-28T11:28:43.573Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.30.248,Île-de-France²,2020-12-27T21:39:11.445Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.41.123,Grand-Est,2020-12-27T20:06:00.257Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.7.155,Île-de-France²,2020-12-26T18:49:41.171Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.7.155,Île-de-France²,2020-12-26T12:01:05.366Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.24.198,Hauts-de-France,2020-12-26T08:11:06.020Z
